"sim1","sim2","sim3"
4.9566874774226,2.0034781513498,5.02197472188627
4.81537025105705,1.92700050908044,5.16792662797669
4.59812610059634,1.8985846530146,5.23602166668971
-4.74438105151532,-1.78326388516081,-5.27074589614706
-4.79812170127483,-1.65328787232739,-5.23428907748901
-5.00080357981952,-1.75914222853523,-4.87829864996762
-4.81361707523651,-1.75035449682116,-4.74898179252298
-4.75818708547938,-1.64792441847541,-5.13841130103928
-5.17146527883503,-1.54697164828188,-5.21293893418129
-5.03923965948399,-1.6935841188027,-5.14194001008671
-4.61892373570394,-1.68121425625778,-5.05178877673185
-4.96785404783611,-1.57256818773362,-5.37904721218628
-4.88469054965014,-1.59803703322314,-4.97261542423015
4.94109698559105,2.15828845064955,5.09971489818896
4.76373042153812,2.02726760903897,4.97273064311357
5.14416203959935,2.04303192124726,4.98232758059891
4.88027532206698,1.89787283805525,5.09675852102464
5.24256957005494,1.93609662231176,5.01588794570343
5.0647348086857,1.78743919009869,4.93094064229063
5.21136508725998,2.00937432860748,4.97194028110966
4.84717975604959,1.69671083124301,5.21951098718942
4.80597583864113,1.7575916937918,5.09096914207123
4.64727132218258,1.71615573595772,5.11328636332068
-4.95976813525947,-1.6717672299347,-5.53351348513026
-4.92354567724007,-1.78559047610467,-5.08427707725162
-4.75611964966056,-1.92270186120653,-5.01271143344378
-4.99978869668268,-1.93482099146781,-4.82305543871226
-5.03829439196121,-1.75707091545688,-4.79868631453198
-4.84340632053836,-1.58239948341176,-5.2070052861391
-4.94908983979277,-1.64177510526447,-5.17874898322664
-5.26261083385118,-1.72665698113247,-5.1650813593124
-4.7614977316338,-1.69837507679706,-5.17843832070039
-4.81685084347131,-1.37526380823132,-5.0416159000727
4.8105075996166,2.08280032179558,4.71445342472962
4.97859796947126,1.95261273718967,4.82224606980825
5.07376526566028,2.02940205885781,4.92047226971825
4.73396065505073,2.06423062812259,5.10967907145797
5.08906537032225,1.99299392849596,5.12697910095138
4.85288656846929,1.7847997371926,4.9710767102791
5.10847102816259,1.99118506034268,5.07031758820231
4.84638587526465,1.93328489713084,4.99907682295178
4.64814577499508,1.72401832821503,5.09900887216894
4.95962483096253,1.92037557182725,5.07170420275471
-4.91495667787321,-1.95281432207536,-5.20033984829842
-5.07118059915772,-1.9319371296737,-5.22220546769841
-4.76568561320961,-1.80540054335372,-4.99965486508133
-4.75885728136669,-1.83041619596978,-4.99201781448804
-0.26644366791802,-0.480615910397948,-1.07812998108137
0.0636097240996605,-0.0216528308667645,-1.14811934126723
-5.05195575813248,-1.56053308752461,-5.13729687344086
-5.28056642237367,-1.51158507601428,-5.19265481648159
-4.93313419397751,-1.50787225485142,-5.54940932377027
-5.2608379853789,-1.45635188529631,-5.27053347970709
4.92159186683186,2.26446600733265,4.94021800348069
5.05310884207397,2.36543616475021,4.80003238583432
5.07360805376496,2.23817962028367,4.73596052884729
4.89836720835595,1.94736365040469,5.00547303527843
5.26769432114555,1.9895795352926,5.06073311603255
5.13764911867689,1.63537359006383,4.90051993278672
5.15653107706646,1.71853748100168,4.82550936368352
4.99678908296595,1.83137733458364,5.0137383289234
5.0674474069904,1.992594743112,5.0593838374482
4.77154947159338,1.74554254734767,5.11809291933555
-4.8159149262387,-2.05492988188561,-4.97096187890485
-4.90406660133391,-1.98547428540767,-5.26353105504864
-4.9567942760898,-1.71557231524919,-5.49865515094392
0.143565245916016,-0.0700092389851254,-1.03307660756466
0.0405451198243519,-0.347061642428475,-1.16344976817663
0.0468558552613856,-0.295061901999705,-1.04388844531162
-0.0520977462988449,-0.293793249815033,-0.816327827350163
-5.29653212895702,-1.56049733711249,-5.19867143540827
-5.25341459610002,-1.65331832953572,-5.39859058605888
-5.17408864770807,-1.4713246360757,-4.95416976912894
5.13827273027531,2.12749140075556,4.70564767441894
4.75216441719487,2.05312203244263,4.75929359700488
4.86667429461164,2.1156892779105,4.99682503541602
4.98807313445657,2.06722300392884,5.03348547701403
5.31202053660035,1.87874840302671,5.03669154840518
5.12811278675693,1.8040681668543,5.13388216631606
5.18005172918999,1.9880611075262,5.00721898545971
4.96959536606564,2.12814323844417,4.87443981123873
4.88440097061465,1.82725921234781,5.2519046526438
5.12906313979887,1.63220592665085,5.27775222862108
-4.62641286076712,-1.91624992643388,-5.17842323266548
-5.09727039404184,-1.75958121422389,-5.24250038389416
-4.93345378419908,-1.74926918963468,-5.3547781271634
0.0720691763421545,0.0225312354849059,-0.919226459323534
0.109064000021713,-0.0426555718602464,-0.900351611168487
0.0921781241766066,-0.0240598672492012,-0.954203452185355
0.164906187768956,0.0275549019196915,-1.03385581921658
-5.11569657121804,-1.51124810580281,-5.38927774667016
-5.09321499116042,-1.77988351393117,-5.35646629635763
-5.00595172261031,-1.60795693596266,-5.12274533996213
0.00596531557441736,0.179181836142575,0.963807968944098
-0.0171550323729598,0.209330721216637,0.93283242025747
0.261321079598283,0.0468909804616841,0.819395915262915
-0.0562788792248802,-0.0414098331500712,0.855724913799187
0.0178385607950803,0.238189705420358,0.930563782492964
-0.0117201530800919,0.168904401556398,1.21691552022502
0.145649154988774,0.0975634509886584,1.20334441183018
-0.28990431296546,0.233931719584808,1.03813883349897
-0.447152426312417,0.0195276737424568,0.793378610710343
-0.340115204034673,0.211586375433069,0.981660064953662
-5.11412284283034,-1.97441028978042,-5.37827701263721
-4.92690701685542,-1.91665805014973,-4.94841357790235
-5.15557603255984,-1.955006316421,-5.20052888293066
-5.1452079192606,-1.89080580169545,-5.42997349047416
-0.366459257889713,-0.172705436874474,-0.809970183686475
0.0225646030039991,0.0245503838121016,-0.964830458751688
-5.33797105369853,-1.84669665461794,-5.28928580696233
-4.99849765731649,-1.54536524692436,-5.31499659773903
-5.18146943785581,-1.68298722926015,-5.30661290770215
-5.24338162330578,-1.85287233887124,-5.25758142232619
0.328394641440303,0.124144391314474,0.905203863512821
0.253857071117221,0.137623555195873,1.03737155733324
-0.037151486356448,-0.0304665477672131,1.00376140700845
-0.15749781452074,0.0802859304478812,1.17465839912277
-0.0969534609321505,0.255366276700478,1.15256853534502
-0.257562995803741,0.0772135966534924,0.918967615875737
-0.394916670374964,0.313922798742343,1.15267898452788
-0.151443256934366,0.337239750272829,0.852042227537766
-0.323691313262561,0.15804210517959,1.06306213764685
-0.356105768337706,0.323661032905017,0.582857479932686
-4.98225575357721,-1.82233636821366,-4.84561243720685
-5.34164441461899,-1.9647727318645,-4.93047780927766
-4.82152339788512,-1.79472970201064,-5.20276596673199
-5.40130366402918,-1.62689816432472,-5.07329496547279
-5.43882974971744,-1.52134470662456,-4.89684791464002
-5.48297689860064,-1.73752820827767,-5.12207507010725
-5.27198112912692,-1.76753857513786,-5.16869365043546
-5.20458383935614,-1.8471017281045,-5.09839752199361
-5.31948219299702,-1.60392521112999,-5.30305151381232
-5.59806736621426,-1.70239422499563,-5.08541781221493
0.34837243379395,0.2088310354897,1.16543657399837
0.0258461572896974,0.306831221687216,1.09967796480035
0.367538826936195,-0.0212885320953595,1.10061846910562
0.116470392631905,-0.0178261721617243,0.972902494915238
0.0953602797650679,0.0690735041657847,1.26811230062841
-0.435496371209456,0.175851735269823,1.04617334635351
0.120688444416917,0.0726791971838449,1.13832240995535
-0.313971484213589,0.00274117528359091,0.873928812802264
-0.443801883942146,0.302489917005231,1.11331375649046
-0.106855938526931,0.0851909499640769,0.789824534469073
-5.50667986168027,-1.79885601848179,-4.90081985813094
-5.26272075292241,-1.8050957567872,-4.98455743281743
-4.99137166070904,-1.74445735474945,-5.05892893182239
-5.17264204653292,-1.77474902836486,-5.37649453919835
-5.43810159633795,-1.97523667898887,-5.08255870707751
-5.37755340857924,-1.88849667433254,-5.07727905767373
-5.26836146553182,-1.95568508378773,-5.02931315903767
-5.41009021967781,-1.87416419660853,-5.26873420434499
-5.78992107962043,-1.90248617498654,-5.10393299216064
-5.49211986027056,-1.67830138064073,-5.29944573435961
0.293267524479333,0.239224051127137,1.02231233178135
0.357119582923448,0.313340282729434,0.926928512223417
0.0178837387616315,0.306894130430514,1.06697472192263
0.187476769098455,0.0107923995507067,0.812826564350767
-0.0418884035617117,0.135800153128741,1.03264763159838
-0.210555127874746,0.259155599356685,0.721329362900005
-0.323447437482983,0.247017288904364,1.01158448672997
0.0672273171614523,0.0961642773460431,1.24043811685884
0.0880971570704775,0.188548105358667,1.01186798628591
-0.00732641081064682,0.0471705487443634,0.931271272340435
-5.44795565716956,-1.73185078743271,-4.98941132895735
-5.34184013667157,-1.95076464118463,-5.12603317466247
-5.32252125044403,-1.72738814622721,-5.2530410500434
-5.27421920824211,-1.77645774133433,-4.92487742640798
-5.33264820515717,-1.72255643787293,-5.24500251612371
-5.27580300790663,-1.83557751722044,-5.33687624919345
-5.3253068562041,-1.93167135264669,-5.15459996328059
-5.35767913075382,-1.66448604437469,-5.27780337401961
-5.16469948596991,-1.6290464321208,-5.2143466196185
-5.66687688580878,-1.97664096637134,-5.15528504128495
0.381011928345867,0.163374525068017,1.05010494356559
0.473807298256036,0.219975616114478,0.904396752772117
-0.0149882925353182,0.205470097479635,0.914378676853639
0.159497144669841,0.128321324734041,1.0499064497092
0.214328239863637,-0.0228462799365683,0.675263372777103
0.0734249857182882,0.375571304846325,0.895521092076818
-0.0394259233659557,0.390666740802955,0.90325653331619
0.0213017449034294,0.12535937614802,1.22637141291575
0.342527153761031,0.29206574530285,1.25267813185979
-0.0049915088494128,0.260264163791947,1.1787654089798
-5.49504012951027,-1.81498567419287,-5.05847757263009
-5.28179617140054,-1.95861073622579,-5.02797680953911
-5.33584546750486,-1.88418943992813,-5.0576768495635
-5.37630192409624,-1.5899031821653,-5.32654417240252
-5.09237251686668,-1.83764014758876,-5.1563410670484
-5.43892222392999,-1.735946151557,-5.22827595553548
-5.40294387069884,-1.86146902317463,-5.05660544936648
-5.09480400465055,-1.87696280653445,-5.06480210750806
-5.28875360948648,-1.92689615984315,-5.18965177388604
-5.63494990940866,-1.68489935128489,-5.15202750922524
0.303955770437774,0.0567578088493479,1.00468658630111
0.422529053351243,0.128316238431914,0.675319076230657
-0.0268394948515159,0.066219449042341,0.829012468142302
0.134798624226424,0.391796619276396,1.09195370420399
0.319471253736314,0.280521206021809,0.88238608734442
0.0679656721006561,0.140881262159727,0.823926318253397
0.102768771167177,0.229920274184639,1.01514735949779
0.274475746075751,0.0691367719015969,0.910954012843408
0.478416339281893,0.0635761979711406,0.994716992194037
-0.0527756330144798,0.275234360998942,1.02529204356039
-5.41448150995296,-1.94215773330959,-5.29209420087578
-5.47872408466678,-1.84288982974995,-5.09109508382944
-5.23487994305438,-1.90387280051247,-5.17646305467625
-5.0862005964221,-1.81442549888424,-4.94946379739903
-5.24333638429307,-1.7691064749164,-4.99123844444694
-5.22378976901023,-1.77525035039076,-5.02095979733674
-5.3405657014009,-1.85221754661245,-5.23164945582315
-5.50238962386081,-1.96764958485392,-5.15804616827322
-5.41160551044113,-1.96938928199345,-5.04592263933862
-5.47762385644526,-1.8507275463895,-4.76073914392973
0.467606101239422,-0.012396183513949,0.80363348736894
0.228716511713427,0.193666209085857,0.668773710900498
0.0685049999919258,0.224124621619609,0.860875695262564
0.3686648994531,0.248237132568549,0.910190325569152
0.42742539482244,0.290516797870803,0.707592569367118
0.302266966787995,0.218295719754992,0.843325130527108
0.275750530564451,0.208677834950066,1.09429554738012
-0.0838976073290206,0.0249298811793941,1.13362369636485
-0.0143786059063606,0.214406738043033,1.07560185344196
0.135875417200715,0.16831399892052,1.02458578828561
-5.04142599941521,-1.91669233409092,-5.01959609844002
-5.25425051358684,-2.11802830347018,-4.67332195838283
-5.46515024975684,-1.91040413294649,-4.98072066077951
-5.43636009428118,-1.75714071874047,-4.77602490064303
-5.36139695992313,-1.78022050329583,-5.11647031994034
-5.10805816911331,-1.73105161152779,-4.93576667688709
-5.25521910773774,-1.80983818589207,-4.64161836154285
-5.51704069039809,-1.59496372060744,-4.74021261890898
-5.50439693675167,-1.84873966039793,-4.78042145044148
-5.25432926819512,-1.76212816730268,-5.00581500554864
0.415369000696998,-0.0781975686693304,0.771444483574569
0.620050689564585,-0.186162863598139,0.847848936293361
0.215266973599488,0.0505166961960269,0.642500281265467
0.268990112815411,0.239987201699378,0.717219472428008
0.355255094286847,0.256857537949253,0.788057506400258
0.170316554431542,0.183104195810474,0.878025394897499
-0.0274898962010072,0.23821062377931,0.846757459297022
0.156340565371112,0.286025797826577,1.16602954287075
0.279263870362823,0.174285000135373,1.05206541114849
0.38359492508283,-0.0919323875127513,1.0291624015136
-5.40295584997637,-1.91334375340403,-5.20763381120674
-5.34960779121323,-1.89065712173984,-4.91563616567249
-5.2785802584452,-1.7791615272002,-4.73354140691226
-5.20747941000343,-1.76030357148353,-4.73383693230713
-5.26831069870909,-1.80601469797618,-4.9063900519356
-5.42173248713994,-1.63215413406683,-4.99415532383648
-5.09327188348113,-1.53149358093224,-4.77791229363132
-5.34550679990602,-1.66366140495457,-4.87617729525717
-5.72326054360833,-1.86617989550043,-5.03053269813981
-5.17441246295067,-2.02102069883652,-4.8194628223367
0.682261626426795,0.00449107118244604,0.733473679731991
0.485213157676799,0.228040953827638,0.872168317844734
0.456171673704505,0.0922115239324934,0.879325393085128
0.453310885194102,0.0881271992370564,0.863495307188108
0.316364456986021,0.0779729947271738,0.935730050925657
0.0347194961171585,0.142692316239344,0.862990745253407
0.113837392897596,0.437979671900031,1.04864069204427
0.364765399821379,0.23960516486829,0.968894193513633
0.284834050750403,0.166840811096989,0.873299509880997
0.387494647557996,0.257699975095564,0.667986594325362
-5.8227975389894,-2.03285863622472,-5.067509898119
-5.28464138113673,-1.74624485052232,-4.91259328928243
-5.23589868932552,-1.74824571481129,-4.74864823766595
-5.01392628299311,-1.87784941151319,-4.82012979180803
-4.81556026822407,-1.74387559714912,-4.90807741034487
-5.28330140662076,-1.69193213261201,-4.84700009403784
-5.16868960575575,-1.58187629840891,-4.76163444890195
-5.34706824750956,-1.77538468685655,-4.97296469060555
-5.4090403979137,-1.91105883456253,-4.87097992295572
-5.26446706438849,-2.08480771243867,-4.70495956317989
0.445130839064509,0.153164180559791,1.1197864884563
0.330532755844977,0.059598067400677,0.911704399972527
0.191953376393134,0.150560937879902,0.78495169549665
0.482156668672178,0.222438247545125,0.70619170561324
0.317614751955964,0.188972645374867,0.666751404037373
0.176616067040821,0.155535530699059,0.741078017930398
0.0684139371817071,0.290156800221426,0.540865120078428
0.188013732531413,0.246068216466297,1.02778536093508
0.527202588791584,0.189290741018786,0.827329686395188
0.242563884120981,0.0986113124536491,0.872714824961218
